crisno,year,crisname,statea,namea,actnuma,stateb,nameb,actnumb,trgyrdy,trgmody,trgdady,trmyrdy,trmmody,trmdady,ongoing,crdynum
489,2018,SYRIA CHEMICAL WEAPONS III,2,USA,1082,365,RUS,1086,2018,4,8,2018,4,14,0,970
490,2018,UAE WITHDRAWAL FROM SOMALIA,520,SOM,1087,696,UAE,9999,2018,4,15,2018,4,22,0,971
491,2018,SEA OF AZOV,365,RUS,1088,369,UKR,1089,2018,9,6,2018,12,29,0,972
492,2019,ISRAEL-IRAN CLASHES IN SYRIA II,630,IRN,1091,666,ISR,1090,2019,1,20,2019,2,13,0,973
492,2019,ISRAEL-IRAN CLASHES IN SYRIA II,652,SYR,1092,666,ISR,1090,2019,1,20,2019,2,13,0,974
493,2019,VENEZUELAN ELECTION,2,USA,9999,101,VEN,1093,2019,1,23,2019,5,10,0,975
494,2019,PULWAMA SUICIDE BOMBING,750,IND,1094,770,PAK,1095,2019,2,14,2019,3,1,0,976
495,2019,SOLEIMANI ASSASSINATION,2,USA,1097,630,IRN,1096,2019,6,18,2020,1,8,0,977
495,2020,SOLEIMANI ASSASSINATION,2,USA,1097,630,IRN,1096,2019,6,18,2020,1,8,1,977
496,2019,ABQAIQ OIL STRIKE,630,IRN,1100,670,SAU,1098,2019,9,14,2019,10,30,0,978
496,2019,ABQAIQ OIL STRIKE,2,USA,1099,630,IRN,1100,2019,9,14,2019,10,30,0,979
